"Article","Views","Users","ViewsUser","ViewsΔ%"
"code-security/codeql-cli/codeql-cli-manual/resolve-qlpacks","10275","9652","1.06",""
"code-security/codeql-cli/codeql-cli-manual/pack-packlist","10274","9839","1.04",""
"code-security/codeql-cli/codeql-cli-manual/generate-query-help","10267","9649","1.06",""
"code-security/codeql-cli/codeql-cli-manual/database-trace-command","10212","9374","1.09",""
"code-security/codeql-cli/codeql-cli-manual/version","10182","9741","1.05",""
"code-security/secret-scanning/about-the-detection-of-generic-secrets-with-secret-scanning","10170","7699","1.32",""
"code-security/code-scanning/troubleshooting-code-scanning/not-recognized","10165","9570","1.06",""
"code-security/codeql-cli/codeql-cli-manual/pack-ci","10090","9830","1.03",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database/editing-security-advisories-in-the-github-advisory-database","10080","8775","1.15",""
"code-security/codeql-cli/codeql-cli-manual/github-merge-results","10068","9877","1.02",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-diff","10052","9814","1.02",""
"code-security/codeql-cli/codeql-cli-manual/database-print-baseline","10042","9609","1.05",""
"code-security/code-scanning/troubleshooting-code-scanning/analysis-takes-too-long","9977","8546","1.17",""
"billing/managing-billing-for-github-advanced-security/signing-up-for-github-advanced-security","9953","7406","1.34",""
"code-security/codeql-cli/codeql-cli-manual/pack-resolve-dependencies","9945","9557","1.04",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/installing-codeql-for-vs-code","9920","7592","1.31",""
"code-security/codeql-cli/codeql-cli-manual/execute-cli-server","9913","9712","1.02",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-info","9910","9273","1.07",""
"code-security/code-scanning/managing-your-code-scanning-configuration/ruby-built-in-queries","9908","9016","1.1",""
"code-security/codeql-cli/codeql-cli-manual/diagnostic-add","9865","9697","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-database","9829","9462","1.04",""
"code-security/code-scanning/troubleshooting-code-scanning/automatic-build-failed","9811","8279","1.19",""
"code-security/code-scanning/managing-your-code-scanning-configuration/c-cpp-built-in-queries","9807","7248","1.35",""
"code-security/codeql-cli/codeql-cli-manual/resolve-queries","9802","9395","1.04",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/dependency-graph-supported-package-ecosystems","9760","8132","1.2",""
"code-security/codeql-cli/codeql-cli-manual/dataset-measure","9758","9512","1.03",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/managing-codeql-databases","9725","6508","1.49",""
"code-security/code-scanning/troubleshooting-code-scanning/server-error","9720","9372","1.04",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-code-scanning-for-your-appliance","9697","7296","1.33",""
"code-security/codeql-cli/codeql-cli-manual/generate-extensible-predicate-metadata","9625","9407","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-extractor","9589","9234","1.04",""
"code-security/codeql-cli/codeql-cli-manual/resolve-files","9562","9171","1.04",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/triaging-code-scanning-alerts-in-pull-requests","9535","6248","1.53",""
"code-security/adopting-github-advanced-security-at-scale","9522","7818","1.22",""
"code-security/codeql-cli/codeql-cli-manual/resolve-tests","9505","9164","1.04",""
"code-security/security-advisories/working-with-repository-security-advisories","9502","8741","1.09",""
"code-security/codeql-cli/codeql-cli-manual/resolve-extensions-by-pack","9501","9085","1.05",""
"code-security/code-scanning/troubleshooting-sarif-uploads/results-exceed-limit","9495","8529","1.11",""
"code-security/codeql-cli/codeql-cli-manual/test-accept","9463","9115","1.04",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/about-codeql-for-vs-code","9461","7675","1.23",""
"code-security/codeql-cli/codeql-cli-manual/execute-language-server","9442","9225","1.02",""
"code-security/codeql-cli/codeql-cli-manual/pack-init","9422","9039","1.04",""
"code-security/codeql-cli/codeql-cli-manual/pack-create","9393","8928","1.05",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/configuring-default-setup-for-code-scanning","9386","6136","1.53",""
"code-security/codeql-cli/codeql-cli-manual/resolve-qlref","9311","9085","1.02",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-tls","9217","5436","1.7",""
"code-security/secret-scanning/copilot-secret-scanning/responsible-ai-generic-secrets","9182","7981","1.15",""
"code-security/code-scanning/troubleshooting-code-scanning/unnecessary-step-found","9036","8267","1.09",""
"code-security/dependabot/dependabot-alerts/using-alert-rules-to-prioritize-dependabot-alerts","9027","6314","1.43",""
"code-security/secret-scanning/working-with-secret-scanning-and-push-protection","9016","7060","1.28",""
"admin/configuration/hardening-security-for-your-enterprise/troubleshooting-tls-errors","8974","5683","1.58",""
"code-security/codeql-cli/using-the-codeql-cli","8917","3940","2.26",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/viewing-alerts","8771","7332","1.2",""
"code-security/secret-scanning/enabling-secret-scanning-features/enabling-secret-scanning-for-your-repository","8764","6892","1.27",""
"code-security/code-scanning/troubleshooting-code-scanning/some-languages-not-analyzed","8730","8156","1.07",""
"actions/security-for-github-actions/security-guides/using-githubs-security-features-to-secure-your-use-of-github-actions","8718","7105","1.23",""
"billing/managing-billing-for-github-advanced-security/managing-your-github-advanced-security-licensing","8704","6052","1.44",""
"code-security/getting-started/quickstart-for-securing-your-organization","8641","6959","1.24",""
"code-security/security-overview/filtering-alerts-in-security-overview","8608","7299","1.18",""
"code-security/code-scanning/troubleshooting-code-scanning/alerts-in-generated-code","8486","7848","1.08",""
"code-security/security-advisories/repository-security-advisories/configuring-private-vulnerability-reporting-for-a-repository","8435","5833","1.45",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/specifying-command-options-in-a-codeql-configuration-file","8435","7234","1.17",""
"code-security/security-overview/assessing-code-security-risk","8432","7424","1.14",""
"code-security/dependabot/dependabot-auto-triage-rules","8362","7810","1.07",""
"code-security/dependabot/dependabot-auto-triage-rules/managing-automatically-dismissed-alerts","8339","7635","1.09",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/managing-github-advanced-security-features-for-your-enterprise","8319","6464","1.29",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/about-code-scanning-alerts","8276","5590","1.48",""
"code-security/security-advisories/working-with-repository-security-advisories/collaborating-in-a-temporary-private-fork-to-resolve-a-repository-security-vulnerability","8163","6865","1.19",""
"code-security/code-scanning/managing-your-code-scanning-configuration/configuring-larger-runners-for-default-setup","8146","7470","1.09",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/configuring-code-scanning-at-scale","8137","5856","1.39",""
"code-security/secret-scanning/introduction","8128","7860","1.03",""
"actions/deployment/security-hardening-your-deployments","8087","5975","1.35",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/testing-custom-queries","8030","6514","1.23",""
"code-security/adopting-github-advanced-security-at-scale/phase-5-rollout-and-scale-code-scanning","8018","6974","1.15",""
"code-security/code-scanning/managing-your-code-scanning-configuration","8007","7697","1.04",""
"code-security/securing-your-organization/introduction-to-securing-your-organization-at-scale/choosing-a-security-configuration-for-your-repositories","8003","6961","1.15",""
"code-security/dependabot/dependabot-auto-triage-rules/using-github-preset-rules-to-prioritize-dependabot-alerts","7971","6458","1.23",""
"code-security/adopting-github-advanced-security-at-scale/phase-2-preparing-to-enable-at-scale","7951","6671","1.19",""
"code-security/codeql-cli/codeql-cli-manual/resolve-ml-models","7935","7694","1.03",""
"code-security/code-scanning/troubleshooting-code-scanning/logs-not-detailed-enough","7846","6965","1.13",""
"code-security/dependabot/ecosystems-supported-by-dependabot","7835","7497","1.05",""
"admin/configuration/hardening-security-for-your-enterprise/enabling-subdomain-isolation","7808","4532","1.72",""
"codespaces/codespaces-reference/security-in-github-codespaces","7782","5734","1.36",""
"code-security/code-scanning/managing-your-code-scanning-configuration/swift-built-in-queries","7764","6985","1.11",""
"code-security/code-scanning/using-codeql-code-scanning-with-your-existing-ci-system/configuring-codeql-cli-in-your-ci-system","7735","4220","1.83",""
"admin/enforcing-policies/enforcing-policies-for-your-enterprise/enforcing-policies-for-code-security-and-analysis-for-your-enterprise","7642","5853","1.31",""
"code-security/security-advisories/working-with-repository-security-advisories/evaluating-the-security-settings-of-a-repository","7605","6713","1.13",""
"code-security/adopting-github-advanced-security-at-scale/phase-3-pilot-programs","7590","6807","1.12",""
"code-security/security-advisories/working-with-repository-security-advisories/configuring-private-vulnerability-reporting-for-an-organization","7500","6471","1.16",""
"code-security/adopting-github-advanced-security-at-scale/phase-6-rollout-and-scale-secret-scanning","7455","6625","1.13",""
"actions/security-for-github-actions/security-hardening-your-deployments/using-openid-connect-with-reusable-workflows","7293","5466","1.33",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/managing-your-github-advanced-security-license-usage","7276","6113","1.19",""
"code-security/code-scanning/managing-code-scanning-alerts","7270","6766","1.07",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/configuring-automatic-dependency-submission-for-your-repository","7204","5341","1.35",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code","7190","5626","1.28",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities/managing-privately-reported-security-vulnerabilities","7161","6356","1.13",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/extractor-options","7155","5825","1.23",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/csv-output","7121","5645","1.26",""
"code-security/code-scanning/troubleshooting-code-scanning/cannot-enable-codeql-in-a-private-repository","7002","6397","1.09",""
"code-security/adopting-github-advanced-security-at-scale/phase-4-create-internal-documentation","6926","6351","1.09",""
"code-security/code-scanning/troubleshooting-code-scanning/fewer-lines-scanned-than-expected","6923","6428","1.08",""
"webhooks/using-webhooks/securing-your-webhooks","6892","4419","1.56",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/customizing-settings","6879","6193","1.11",""
"rest/code-security","6855","6487","1.06",""
"code-security/security-overview/assessing-adoption-code-security","6762","6009","1.13",""
"code-security/securing-your-organization/introduction-to-securing-your-organization-at-scale","6757","6605","1.02",""
"rest/enterprise-admin/code-security-and-analysis","6723","4542","1.48",""
"code-security/secret-scanning/working-with-secret-scanning-and-push-protection/push-protection-for-users","6714","5524","1.22",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/exploring-data-flow-with-path-queries","6586","5578","1.18",""
"code-security/secret-scanning/working-with-push-protection","6560","5380","1.22",""
"code-security/security-advisories/working-with-repository-security-advisories/permission-levels-for-repository-security-advisories","6515","5902","1.1",""
"actions/security-guides","6477","5441","1.19",""
"code-security/security-advisories/global-security-advisories/about-the-github-advisory-database","6432","4222","1.52",""
"codespaces/managing-your-codespaces/reviewing-your-security-logs-for-github-codespaces","6287","5538","1.14",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/about-codeql-workspaces","6259","5257","1.19",""
"code-security/securing-your-organization/troubleshooting-security-configurations","6240","6091","1.02",""
"actions/security-for-github-actions/security-hardening-your-deployments/configuring-openid-connect-in-hashicorp-vault","6220","4001","1.55",""
"code-security/codeql-cli/using-the-codeql-cli/about-the-codeql-cli","6202","4114","1.51",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/testing-query-help-files","6195","5822","1.06",""
"code-security/security-advisories/guidance-on-reporting-and-writing/about-coordinated-disclosure-of-security-vulnerabilities","6161","4516","1.36",""
"code-security/secret-scanning/working-with-secret-scanning-and-push-protection/working-with-push-protection-in-the-github-ui","6114","5026","1.22",""
"code-security/codeql-cli/using-the-codeql-cli/analyzing-databases-with-the-codeql-cli","6039","2670","2.26",""
"apps/github-marketplace/creating-apps-for-github-marketplace/security-best-practices-for-apps-on-github-marketplace","6028","5166","1.17",""
"code-security/adopting-github-advanced-security-at-scale/phase-1-align-on-your-rollout-strategy-and-goals","5942","4336","1.37",""
"code-security/code-scanning/managing-code-scanning-alerts/resolving-code-scanning-alerts","5936","4866","1.22",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/evaluating-alerts","5929","4663","1.27",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/exploring-the-structure-of-your-source-code","5885","5116","1.15",""
"code-security/codeql-cli/codeql-cli-manual/resolve-packs","5806","5635","1.03",""
"code-security/code-scanning/creating-an-advanced-setup-for-code-scanning","5790","4888","1.18",""
"code-security/dependabot/working-with-dependabot/dependabot-options-reference","5771","3497","1.65",""
"code-security/code-scanning/managing-your-code-scanning-configuration/set-code-scanning-merge-protection","5717","4525","1.26",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/filtering-repositories-in-your-organization-using-the-repository-table","5702","5027","1.13",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/running-codeql-queries-at-scale-with-multi-repository-variant-analysis","5648","4488","1.26",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/resolving-alerts","5631","4799","1.17",""
"code-security/codeql-cli/codeql-cli-reference/about-codeql-packs","5586","2779","2.01",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/telemetry-in-codeql-for-visual-studio-code","5570","5148","1.08",""
"code-security/security-overview/enabling-security-features-for-multiple-repositories","5558","4402","1.26",""
"code-security/secret-scanning/enabling-secret-scanning-features/enabling-push-protection-for-your-repository","5478","4745","1.15",""
"admin/managing-code-security","5398","5128","1.05",""
"code-security/securing-your-organization/troubleshooting-security-configurations/not-enough-github-advanced-security-licenses","5389","5122","1.05",""
"actions/deployment/security-hardening-your-deployments/configuring-openid-connect-in-pypi","5379","4455","1.21",""
"actions/security-for-github-actions/security-guides","5342","4975","1.07",""
"code-security/security-advisories/working-with-repository-security-advisories/adding-a-collaborator-to-a-repository-security-advisory","5323","4723","1.13",""
"code-security/security-advisories/repository-security-advisories/creating-a-repository-security-advisory","5229","3814","1.37",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities/best-practices-for-writing-repository-security-advisories","5197","4615","1.13",""
"code-security/security-overview/exporting-data-from-security-overview","5187","4732","1.1",""
"code-security/code-scanning/managing-code-scanning-alerts/disabling-autofix-for-code-scanning","5172","4812","1.07",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/query-reference-files","5162","4696","1.1",""
"code-security/code-scanning/troubleshooting-code-scanning/kotlin-detected-in-no-build","5160","4680","1.1",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/using-the-codeql-model-editor","5082","4113","1.24",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/enabling-github-advanced-security-for-your-enterprise","4896","3608","1.36",""
"code-security/code-scanning/managing-your-code-scanning-configuration/built-in-codeql-query-suites","4893","3543","1.38",""
"account-and-profile/setting-up-and-managing-your-personal-account-on-github/managing-personal-account-settings/managing-security-and-analysis-settings-for-your-personal-account","4847","3768","1.29",""
"code-security/secret-scanning/copilot-secret-scanning/responsible-use-ai-regex-generator","4844","4685","1.03",""
"code-security/code-scanning/troubleshooting-code-scanning/extraction-errors-in-the-database","4840","4479","1.08",""
"code-security/securing-your-organization/meeting-your-specific-security-needs-with-custom-security-configurations/creating-a-custom-security-configuration","4828","3969","1.22",""
"code-security/security-advisories/working-with-repository-security-advisories/editing-a-repository-security-advisory","4822","4323","1.12",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/viewing-code-scanning-logs","4815","3641","1.32",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/about-the-tool-status-page","4786","3371","1.42",""
"code-security/security-advisories/working-with-repository-security-advisories/deleting-a-repository-security-advisory","4756","4509","1.05",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/viewing-committer-information-for-github-advanced-security","4756","4470","1.06",""
"billing/managing-billing-for-github-advanced-security","4717","3986","1.18",""
"code-security/code-scanning/troubleshooting-code-scanning/resource-not-accessible-by-integration","4717","3801","1.24",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/configuring-access-to-the-codeql-cli","4650","4005","1.16",""
"admin/configuration/hardening-security-for-your-enterprise/enabling-private-mode","4632","3611","1.28",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/monitoring-alerts","4563","3972","1.15",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/tracking-code-scanning-alerts-in-issues-using-task-lists","4499","3287","1.37",""
"code-security/secret-scanning/copilot-secret-scanning","4490","4438","1.01",""
"code-security/code-scanning/troubleshooting-code-scanning/enabling-default-setup-takes-too-long","4416","4151","1.06",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/detaching-repositories-from-their-security-configurations","4332","4128","1.05",""
"admin/configuring-settings/hardening-security-for-your-enterprise/enabling-subdomain-isolation","4282","2848","1.5",""
"admin/configuring-settings/hardening-security-for-your-enterprise/troubleshooting-tls-errors","4255","3079","1.38",""
"code-security/security-overview/viewing-security-insights-for-your-organization","4247","3175","1.34",""
"code-security/code-scanning/troubleshooting-code-scanning/results-different-than-expected","4221","3940","1.07",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/testing-codeql-queries-in-vs-code","4142","3691","1.12",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/defining-custom-patterns-for-secret-scanning","4136","2711","1.53",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/configuring-advanced-setup-for-code-scanning","4029","2661","1.51",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/setting-up-a-codeql-workspace","3951","3402","1.16",""
"admin/managing-accounts-and-repositories/managing-users-in-your-enterprise/best-practices-for-user-security","3936","3509","1.12",""
"code-security/security-advisories/working-with-repository-security-advisories/removing-a-collaborator-from-a-repository-security-advisory","3932","3689","1.07",""
"code-security/securing-your-organization/troubleshooting-security-configurations/a-repository-is-using-advanced-setup-for-code-scanning","3837","3621","1.06",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization","3835","3443","1.11",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/creating-a-custom-query","3802","3401","1.12",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code/accessing-logs","3799","3395","1.12",""
"code-security/secret-scanning/secret-scanning-partnership-program","3767","3655","1.03",""
"actions/security-for-github-actions/using-artifact-attestations/using-artifact-attestations-and-reusable-workflows-to-achieve-slsa-v1-build-level-3","3702","2995","1.24",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/recommended-hardware-resources-for-running-codeql","3648","2386","1.53",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/managing-codeql-packs","3628","3188","1.14",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/excluding-folders-and-files-from-secret-scanning","3627","2838","1.28",""
"actions/security-for-github-actions","3555","3034","1.17",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/enforcing-dependency-review-across-an-organization","3528","3008","1.17",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/running-codeql-code-scanning-in-a-container","3521","2309","1.52",""
"admin/code-security/managing-supply-chain-security-for-your-enterprise/enabling-the-dependency-graph-for-your-enterprise","3486","2532","1.38",""
"code-security/code-scanning/troubleshooting-code-scanning/c-sharp-compiler-unexpectedly-failing","3459","3287","1.05",""
"admin/configuration/hardening-security-for-your-enterprise/configuring-ssh-connections-to-your-instance","3431","2803","1.22",""
"code-security/secret-scanning/troubleshooting-secret-scanning-and-push-protection/troubleshooting-secret-scanning","3424","2880","1.19",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/built-in-codeql-query-suites","3408","2317","1.47",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/interpreting-security-findings","3370","3221","1.05",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/editing-a-custom-security-configuration","3365","3127","1.08",""
"code-security/code-scanning/troubleshooting-code-scanning/unclear-what-triggered-a-workflow","3362","3220","1.04",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities","3360","3051","1.1",""
"organizations/keeping-your-organization-secure/managing-security-settings-for-your-organization/identifying-audit-log-events-performed-by-an-access-token","3360","2850","1.18",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/customizing-your-dependency-review-action-configuration","3259","2733","1.19",""
"code-security/securing-your-organization/meeting-your-specific-security-needs-with-custom-security-configurations/applying-a-custom-security-configuration","3229","2990","1.08",""
"code-security/security-advisories/global-security-advisories/editing-security-advisories-in-the-github-advisory-database","3210","2366","1.36",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection/managing-requests-to-bypass-push-protection","3181","2455","1.3",""
"admin/code-security/managing-github-advanced-security-for-your-enterprise/configuring-secret-scanning-for-your-appliance","3180","2423","1.31",""
"code-security/codeql-cli/using-the-codeql-cli/extractor-options","3178","1790","1.78",""
"code-security/security-advisories/repository-security-advisories/publishing-a-repository-security-advisory","3159","2375","1.33",""
"code-security/security-advisories/guidance-on-reporting-and-writing/managing-privately-reported-security-vulnerabilities","3135","2127","1.47",""
"code-security/secret-scanning/generating-regular-expressions-for-custom-patterns-with-ai","3122","2594","1.2",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/deleting-a-custom-security-configuration","3088","2849","1.08",""
"code-security/security-advisories/repository-security-advisories/collaborating-in-a-temporary-private-fork-to-resolve-a-repository-security-vulnerability","3077","2394","1.29",""
"actions/security-for-github-actions/security-hardening-your-deployments/configuring-openid-connect-in-jfrog","3071","2117","1.45",""
"code-security/security-advisories/global-security-advisories/about-global-security-advisories","3058","2354","1.3",""
"code-security/code-scanning/using-codeql-code-scanning-with-your-existing-ci-system/migrating-from-the-codeql-runner-to-codeql-cli","3047","2023","1.51",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/about-security-campaigns","2977","2512","1.19",""
"actions/security-for-github-actions/using-artifact-attestations/verifying-attestations-offline","2935","2566","1.14",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli","2905","2549","1.14",""
"code-security/secret-scanning/introduction/about-secret-scanning-for-partners","2899","2510","1.15",""
"code-security/dependabot/working-with-dependabot/troubleshooting-dependabot-on-github-actions","2867","2700","1.06",""
"code-security/security-overview/exporting-data-from-the-risk-and-coverage-pages","2849","2190","1.3",""
"code-security/security-advisories/repository-security-advisories/configuring-private-vulnerability-reporting-for-an-organization","2828","1934","1.46",""
"admin/code-security/managing-supply-chain-security-for-your-enterprise/configuring-dependabot-to-work-with-limited-internet-access","2753","1915","1.44",""
"code-security/secret-scanning/copilot-secret-scanning/enabling-ai-powered-generic-secret-detection","2726","2621","1.04",""
"code-security/codeql-cli/using-the-codeql-cli/creating-codeql-query-suites","2697","1465","1.84",""
"admin/configuration/hardening-security-for-your-enterprise/configuring-host-keys-for-your-instance","2678","2313","1.16",""
"actions/security-for-github-actions/security-hardening-your-deployments/configuring-openid-connect-in-pypi","2649","2238","1.18",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code/warning-problem-with-controller-repository","2646","2510","1.05",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection/about-delegated-bypass-for-push-protection","2639","2008","1.31",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/creating-tracking-security-campaigns","2637","2301","1.15",""
"code-security/code-scanning/managing-code-scanning-alerts/assessing-code-scanning-alerts-for-your-repository","2620","2267","1.16",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/interpreting-security-findings-on-a-repository","2600","2406","1.08",""
"admin/configuration/hardening-security-for-your-enterprise","2510","2066","1.21",""
"code-security/security-advisories/global-security-advisories","2507","1606","1.56",""
"admin/configuring-settings/hardening-security-for-your-enterprise/enabling-private-mode","2462","1972","1.25",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/configuring-default-setup-for-code-scanning-at-scale","2454","1813","1.35",""
"admin/code-security/managing-supply-chain-security-for-your-enterprise/viewing-the-vulnerability-data-for-your-enterprise","2444","2064","1.18",""
"code-security/codeql-cli/using-the-codeql-cli/using-custom-queries-with-the-codeql-cli","2414","1353","1.78",""
"apps/publishing-apps-to-github-marketplace/creating-apps-for-github-marketplace/security-best-practices-for-apps-on-github-marketplace","2409","1975","1.22",""
"admin/code-security/managing-github-advanced-security-for-your-enterprise","2367","1977","1.2",""
"code-security/secret-scanning/enabling-ai-powered-generic-secret-detection","2359","1755","1.34",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization/creating-a-custom-security-configuration","2340","2068","1.13",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension","2299","2053","1.12",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise","2253","2013","1.12",""
"admin/code-security/managing-supply-chain-security-for-your-enterprise/about-supply-chain-security-for-your-enterprise","2220","1828","1.21",""
"code-security/code-scanning/using-codeql-code-scanning-with-your-existing-ci-system","2190","1372","1.6",""
"code-security/codeql-cli/codeql-cli-reference/sarif-output","2171","1374","1.58",""
"code-security/dependabot/dependabot-auto-triage-rules/using-github-curated-default-rules-to-prioritize-dependabot-alerts","2160","1716","1.26",""
"admin/configuring-settings/hardening-security-for-your-enterprise","2143","1846","1.16",""
"actions/security-for-github-actions/using-artifact-attestations/enforcing-artifact-attestations-with-a-kubernetes-admission-controller","2114","1642","1.29",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/best-practice-fix-alerts-at-scale","2104","1966","1.07",""
"code-security/secret-scanning/about-generating-regular-expressions-with-ai","2070","1920","1.08",""
"actions/security-for-github-actions/security-hardening-your-deployments","2052","1833","1.12",""
"code-security/security-overview/about-the-security-overview","2042","1211","1.69",""
"code-security/security-overview/viewing-metrics-for-secret-scanning-push-protection-in-your-organization","2003","1462","1.37",""
"code-security/dependabot/dependabot-alert-rules/about-dependabot-alert-rules","1993","1492","1.34",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/viewing-your-github-advanced-security-usage","1983","1522","1.3",""
"actions/deployment/security-hardening-your-deployments/configuring-openid-connect-in-jfrog","1923","1408","1.37",""
"apps/publishing-apps-to-github-marketplace/creating-apps-for-github-marketplace/security-best-practices-for-apps","1916","1467","1.31",""
"code-security/secret-scanning/working-with-secret-scanning-and-push-protection/working-with-push-protection-from-the-rest-api","1892","1741","1.09",""
"webhooks/securing-your-webhooks","1886","1308","1.44",""
"code-security/dependabot/ecosystems-supported-by-dependabot/optimizing-java-packages-dependabot","1878","1650","1.14",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-secret-scanning-for-your-appliance","1862","1591","1.17",""
"code-security/security-advisories/guidance-on-reporting-and-writing/best-practices-for-writing-repository-security-advisories","1822","1438","1.27",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection/enabling-delegated-bypass-for-push-protection","1819","1387","1.31",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-ssh-connections-to-your-instance","1809","1548","1.17",""
"code-security/secret-scanning/troubleshooting-secret-scanning-and-push-protection","1796","1697","1.06",""
"code-security/code-scanning/troubleshooting-code-scanning/build-is-taking-too-long","1792","1358","1.32",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code","1791","1683","1.06",""
"code-security/code-scanning/troubleshooting-code-scanning/automatic-build-failed-for-a-compiled-language","1782","1405","1.27",""
