"Article","Views","Users","ViewsUser","ViewsΔ%"
"code-security/code-scanning/integrating-with-code-scanning/using-code-scanning-with-your-existing-ci-system","971","778","1.25",""
"code-security/code-scanning/troubleshooting-code-scanning/unnecessary-step-found","967","951","1.02",""
"code-security/dependabot/dependabot-auto-triage-rules/customizing-auto-triage-rules-to-prioritize-dependabot-alerts","963","761","1.27",""
"codespaces/reference/security-in-github-codespaces","962","776","1.24",""
"code-security/code-scanning/managing-your-code-scanning-configuration/about-the-tool-status-page","958","832","1.15",""
"code-security/code-scanning/troubleshooting-code-scanning/cannot-enable-codeql-in-a-private-repository","951","921","1.03",""
"code-security/code-scanning/troubleshooting-code-scanning/not-recognized","950","940","1.01",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/managing-codeql-databases","947","665","1.42",""
"authentication/troubleshooting-ssh/error-bad-file-number","944","868","1.09",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/excluding-folders-and-files-from-secret-scanning","939","709","1.32",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/resolving-alerts","921","720","1.28",""
"code-security/codeql-cli/codeql-cli-manual/database-finalize","909","875","1.04",""
"code-security/code-scanning/troubleshooting-code-scanning/resource-not-accessible","903","821","1.1",""
"code-security/dependabot/troubleshooting-dependabot/dependabot-updates-stopped","898","779","1.15",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/defining-custom-patterns-for-secret-scanning","895","615","1.46",""
"code-security/codeql-cli/codeql-cli-manual/database-analyze","894","722","1.24",""
"code-security/code-scanning/troubleshooting-sarif-uploads/default-setup-enabled","889","759","1.17",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/specifying-command-options-in-a-codeql-configuration-file","886","850","1.04",""
"code-security/securing-your-organization/troubleshooting-security-configurations/not-enough-github-advanced-security-licenses","883","870","1.01",""
"admin/enforcing-policies/enforcing-policies-for-your-enterprise/enforcing-policies-for-code-security-and-analysis-for-your-enterprise","876","672","1.3",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/about-codeql-for-vs-code","872","723","1.21",""
"code-security/supply-chain-security/understanding-your-software-supply-chain","868","731","1.19",""
"code-security/security-advisories/working-with-repository-security-advisories/configuring-private-vulnerability-reporting-for-an-organization","862","828","1.04",""
"code-security/dependabot/ecosystems-supported-by-dependabot","859","809","1.06",""
"code-security/code-scanning/managing-your-code-scanning-configuration/editing-your-configuration-of-default-setup","859","753","1.14",""
"code-security/code-scanning/troubleshooting-code-scanning/fewer-lines-scanned-than-expected","856","836","1.02",""
"codespaces/troubleshooting/troubleshooting-authentication-to-a-repository","851","766","1.11",""
"admin/managing-iam/using-saml-for-enterprise-iam/troubleshooting-saml-authentication","849","655","1.3",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/detaching-repositories-from-their-security-configurations","849","815","1.04",""
"code-security/code-scanning/troubleshooting-code-scanning/c-sharp-compiler-unexpectedly-failing","846","827","1.02",""
"code-security/supply-chain-security/end-to-end-supply-chain/securing-builds","845","774","1.09",""
"code-security/securing-your-organization/troubleshooting-security-configurations/a-repository-is-using-advanced-setup-for-code-scanning","835","826","1.01",""
"authentication/authenticating-with-a-passkey","834","750","1.11",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/creating-and-working-with-codeql-packs","821","543","1.51",""
"code-security/codeql-cli/codeql-cli-manual","819","723","1.13",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/configuring-the-dependency-review-action","818","595","1.37",""
"authentication/troubleshooting-commit-signature-verification","811","748","1.08",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/exit-codes","799","681","1.17",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/testing-query-help-files","795","781","1.02",""
"code-security/dependabot/troubleshooting-dependabot/troubleshooting-the-detection-of-vulnerable-dependencies","793","725","1.09",""
"code-security/code-scanning/managing-your-code-scanning-configuration/python-built-in-queries","779","684","1.14",""
"rest/authentication","772","703","1.1",""
"code-security/dependabot/ecosystems-supported-by-dependabot/optimizing-java-packages-dependabot","763","654","1.17",""
"code-security/security-advisories/working-with-repository-security-advisories/creating-a-repository-security-advisory","762","567","1.34",""
"rest/security-advisories","761","681","1.12",""
"code-security/code-scanning/managing-your-code-scanning-configuration/viewing-code-scanning-logs","761","663","1.15",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database/about-global-security-advisories","758","707","1.07",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/monitoring-alerts","749","619","1.21",""
"actions/security-for-github-actions/security-hardening-your-deployments/configuring-openid-connect-in-jfrog","747","526","1.42",""
"code-security/security-advisories/working-with-repository-security-advisories/deleting-a-repository-security-advisory","745","735","1.01",""
"code-security/code-scanning/managing-your-code-scanning-configuration/csharp-built-in-queries","742","613","1.21",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection/managing-requests-to-bypass-push-protection","717","599","1.2",""
"code-security/adopting-github-advanced-security-at-scale/introduction-to-adopting-github-advanced-security-at-scale","712","615","1.16",""
"code-security/code-scanning/managing-your-code-scanning-configuration/c-cpp-built-in-queries","696","527","1.32",""
"code-security/dependabot/maintain-dependencies/best-practices-for-maintaining-dependencies","678","580","1.17",""
"rest/orgs/security-managers","672","567","1.19",""
"code-security/dependabot/dependabot-security-updates","668","623","1.07",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code","667","558","1.2",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/troubleshooting-the-dependency-graph","662","608","1.09",""
"code-security/security-advisories/working-with-repository-security-advisories/configuring-private-vulnerability-reporting-for-a-repository","661","538","1.23",""
"code-security/code-scanning/troubleshooting-code-scanning/automatic-build-failed","655","566","1.16",""
"code-security/secret-scanning/copilot-secret-scanning/responsible-ai-regex-generator","651","589","1.11","7.96"
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/enabling-github-advanced-security-for-your-enterprise","646","477","1.35",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/creating-tracking-security-campaigns","645","470","1.37",""
"admin/managing-iam/provisioning-user-accounts-with-scim/configuring-authentication-and-provisioning-with-entra-id","641","490","1.31",""
"code-security/code-scanning/troubleshooting-code-scanning/advanced-security-must-be-enabled","633","552","1.15",""
"actions/security-for-github-actions/using-artifact-attestations/using-artifact-attestations-and-reusable-workflows-to-achieve-slsa-v1-build-level-3","632","507","1.25",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/advanced-setup-of-the-codeql-cli","627","524","1.2",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization","626","546","1.15",""
"code-security/code-scanning/troubleshooting-sarif-uploads","624","570","1.09",""
"code-security/dependabot/maintain-dependencies/removing-dependabot-access-to-public-registries","620","494","1.26",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/about-security-campaigns","619","508","1.22",""
"code-security/supply-chain-security/end-to-end-supply-chain","617","569","1.08",""
"code-security/secret-scanning/troubleshooting-secret-scanning-and-push-protection/troubleshooting-secret-scanning","617","510","1.21",""
"actions/security-for-github-actions","617","544","1.13",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/filtering-repositories-in-your-organization-using-the-repository-table","615","550","1.12",""
"code-security/code-scanning/managing-your-code-scanning-configuration/go-built-in-queries","606","561","1.08",""
"code-security/secret-scanning/introduction","597","563","1.06",""
"code-security/codeql-cli/codeql-cli-manual/pack-install","597","555","1.08",""
"code-security/codeql-cli/codeql-cli-manual/database-init","595","537","1.11",""
"code-security/dependabot/dependabot-auto-triage-rules/using-github-preset-rules-to-prioritize-dependabot-alerts","593","487","1.22",""
"code-security/code-scanning/managing-code-scanning-alerts/assessing-code-scanning-alerts-for-your-repository","593","494","1.2",""
"code-security/code-scanning/managing-your-code-scanning-configuration/set-code-scanning-merge-protection","592","487","1.22",""
"actions/security-for-github-actions/security-guides","591","557","1.06",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection/enabling-delegated-bypass-for-push-protection","589","456","1.29",""
"code-security/security-overview/exporting-data-from-security-overview","580","487","1.19",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/sarif-output","579","443","1.31",""
"code-security/code-scanning/troubleshooting-sarif-uploads/sarif-invalid","575","552","1.04",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/viewing-your-github-advanced-security-usage","574","447","1.28",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-decode","574","541","1.06",""
"code-security/code-scanning/creating-an-advanced-setup-for-code-scanning/recommended-hardware-resources-for-running-codeql","569","455","1.25",""
"code-security/dependabot/troubleshooting-dependabot/viewing-dependabot-job-logs","569","497","1.14",""
"code-security/security-overview","568","547","1.04",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/running-codeql-queries-at-scale-with-multi-repository-variant-analysis","552","461","1.2",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database/editing-security-advisories-in-the-github-advisory-database","548","492","1.11",""
"admin/managing-iam/configuring-authentication-for-enterprise-managed-users","541","422","1.28",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database","540","479","1.13",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/using-the-codeql-model-editor","540","455","1.19",""
"code-security/codeql-cli/codeql-cli-manual/database-trace-command","536","483","1.11",""
"code-security/codeql-cli/codeql-cli-manual/database-import","536","517","1.04",""
"admin/configuring-settings/hardening-security-for-your-enterprise/enabling-subdomain-isolation","535","345","1.55",""
"code-security/trialing-github-advanced-security","531","507","1.05",""
"code-security/secret-scanning/introduction/about-secret-scanning-for-partners","531","436","1.22",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/managing-github-advanced-security-features-for-your-enterprise","528","395","1.34",""
"code-security/codeql-cli/codeql-cli-manual/resolve-database","526","465","1.13",""
"code-security/securing-your-organization/introduction-to-securing-your-organization-at-scale","523","481","1.09",""
"code-security/code-scanning/troubleshooting-sarif-uploads/file-too-large","521","493","1.06",""
"code-security/codeql-cli/getting-started-with-the-codeql-cli/uploading-codeql-analysis-results-to-github","520","431","1.21",""
"actions/security-for-github-actions/security-hardening-your-deployments/configuring-openid-connect-in-pypi","519","440","1.18",""
"actions/security-for-github-actions/using-artifact-attestations/verifying-attestations-offline","516","457","1.13",""
"code-security/codeql-cli/codeql-cli-manual/query-compile","516","497","1.04",""
"code-security/codeql-cli/codeql-cli-manual/test-run","514","496","1.04",""
"organizations/keeping-your-organization-secure/managing-two-factor-authentication-for-your-organization","514","454","1.13",""
"code-security/codeql-cli/codeql-cli-manual/execute-queries","513","497","1.03",""
"code-security/secret-scanning/copilot-secret-scanning","512","459","1.12","-2.29"
"copilot/example-prompts-for-github-copilot-chat/security-analysis/finding-existing-vulnerabilities-in-code","510","418","1.22","-68.4"
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/configuring-access-to-the-codeql-cli","509","411","1.24",""
"code-security/codeql-cli/codeql-cli-manual/pack-resolve-dependencies","508","497","1.02",""
"code-security/dependabot/dependabot-auto-triage-rules","506","421","1.2",""
"code-security/getting-started","505","442","1.14",""
"code-security/codeql-cli/codeql-cli-manual/database-index-files","505","491","1.03",""
"code-security/codeql-cli/codeql-cli-manual/resolve-languages","503","487","1.03",""
"code-security/codeql-cli/codeql-cli-manual/execute-cli-server","501","489","1.02",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-interpret","499","484","1.03",""
"code-security/codeql-cli/codeql-cli-manual/pack-bundle","499","488","1.02",""
"code-security/codeql-cli/codeql-cli-manual/database-bundle","497","485","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-ram","496","482","1.03",""
"code-security/codeql-cli/codeql-cli-manual/database-cleanup","495","478","1.04",""
"code-security/codeql-cli/codeql-cli-manual/database-add-diagnostic","494","480","1.03",""
"code-security/code-scanning/managing-your-code-scanning-configuration/ruby-built-in-queries","491","476","1.03",""
"code-security/codeql-cli/codeql-cli-manual/resolve-packs","489","473","1.03",""
"code-security/trialing-github-advanced-security/enable-security-features-trial","488","434","1.12",""
"code-security/code-scanning/integrating-with-code-scanning","487","446","1.09",""
"code-security/codeql-cli/codeql-cli-manual/pack-packlist","485","476","1.02",""
"code-security/codeql-cli/codeql-cli-manual/database-interpret-results","484","467","1.04",""
"code-security/codeql-cli/codeql-cli-manual/resolve-library-path","483","469","1.03",""
"code-security/codeql-cli/codeql-cli-manual/database-print-baseline","480","471","1.02",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/managing-your-github-advanced-security-licensing","479","361","1.33",""
"code-security/code-scanning/managing-code-scanning-alerts/tracking-code-scanning-alerts-in-issues-using-task-lists","479","417","1.15",""
"code-security/codeql-cli/codeql-cli-manual/pack-ci","479","471","1.02",""
"code-security/codeql-cli/codeql-cli-manual/generate-query-help","479","466","1.03",""
"code-security/codeql-cli/codeql-cli-manual/resolve-qlpacks","476","465","1.02",""
"code-security/codeql-cli/codeql-cli-manual/pack-init","474","457","1.04",""
"code-security/codeql-cli/codeql-cli-manual/pack-publish","472","453","1.04",""
"code-security/codeql-cli/codeql-cli-manual/execute-language-server","472","462","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-extractor","472","465","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-files","472","457","1.03",""
"actions/security-for-github-actions/using-artifact-attestations/enforcing-artifact-attestations-with-a-kubernetes-admission-controller","471","399","1.18",""
"code-security/code-scanning/troubleshooting-code-scanning/out-of-disk-or-memory","468","432","1.08",""
"code-security/codeql-cli/codeql-cli-manual/query-decompile","466","455","1.02",""
"code-security/codeql-cli/codeql-cli-manual/database-export-diagnostics","465","459","1.01",""
"admin/managing-iam/configuring-authentication-for-enterprise-managed-users/configuring-saml-single-sign-on-with-okta-for-enterprise-managed-users","465","311","1.5",""
"code-security/codeql-cli/codeql-cli-manual/dataset-measure","465","459","1.01",""
"code-security/code-scanning/troubleshooting-code-scanning/two-codeql-workflows","463","452","1.02",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/testing-custom-queries","461","381","1.21",""
"code-security/code-scanning/troubleshooting-code-scanning/logs-not-detailed-enough","461","421","1.1",""
"code-security/codeql-cli/codeql-cli-manual/version","461","448","1.03",""
"code-security/code-scanning/troubleshooting-code-scanning/server-error","460","443","1.04",""
"admin/managing-iam/provisioning-user-accounts-with-scim/configuring-authentication-and-provisioning-with-pingfederate","460","300","1.53",""
"code-security/dependabot/troubleshooting-dependabot/listing-dependencies-configured-for-version-updates","459","421","1.09",""
"code-security/codeql-cli/codeql-cli-manual/generate-extensible-predicate-metadata","458","451","1.02",""
"code-security/codeql-cli/codeql-cli-manual/pack-create","455","436","1.04",""
"admin/configuring-settings/hardening-security-for-your-enterprise/troubleshooting-tls-errors","455","340","1.34",""
"code-security/codeql-cli/codeql-cli-manual/execute-query-server","454","449","1.01",""
"code-security/code-scanning/managing-your-code-scanning-configuration/swift-built-in-queries","454","420","1.08",""
"code-security/codeql-cli/codeql-cli-manual/resolve-qlref","450","443","1.02",""
"organizations/keeping-your-organization-secure/managing-security-settings-for-your-organization","450","383","1.17",""
"code-security/codeql-cli/codeql-cli-manual/resolve-metadata","450","440","1.02",""
"code-security/codeql-cli/codeql-cli-manual/resolve-queries","449","441","1.02",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-diff","446","437","1.02",""
"code-security/codeql-cli/codeql-cli-manual/test-accept","445","435","1.02",""
"code-security/security-overview/filtering-alerts-in-security-overview","441","386","1.14",""
"code-security/codeql-cli/codeql-cli-manual/resolve-extensions-by-pack","441","428","1.03",""
"actions/security-for-github-actions/security-hardening-your-deployments","439","387","1.13",""
"code-security/codeql-cli/codeql-cli-manual/resolve-tests","438","428","1.02",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-info","430","413","1.04",""
"code-security/security-advisories/working-with-repository-security-advisories","428","414","1.03",""
"code-security/codeql-cli/codeql-cli-manual/diagnostic-add","423","418","1.01",""
"code-security/dependabot/troubleshooting-dependabot","420","408","1.03",""
"code-security/adopting-github-advanced-security-at-scale","419","372","1.13",""
"code-security/code-scanning/managing-your-code-scanning-configuration","419","401","1.04",""
"rest/code-security","415","387","1.07",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/enforcing-dependency-review-across-an-organization","414","342","1.21",""
"code-security/codeql-cli/codeql-cli-manual/resolve-ml-models","414","409","1.01",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/customizing-your-dependency-review-action-configuration","413","356","1.16",""
"code-security/securing-your-organization/troubleshooting-security-configurations","409","400","1.02",""
"code-security/code-scanning/troubleshooting-code-scanning/kotlin-detected-in-no-build","406","339","1.2",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale/best-practice-fix-alerts-at-scale","405","360","1.13",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/csv-output","399","324","1.23",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/testing-codeql-queries-in-vs-code","390","357","1.09",""
"admin/managing-code-security","389","371","1.05",""
"code-security/secret-scanning/working-with-secret-scanning-and-push-protection/working-with-push-protection-from-the-rest-api","388","345","1.12",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/creating-a-custom-query","385","335","1.15",""
"code-security/security-overview/assessing-code-security-risk","379","355","1.07",""
"code-security/code-scanning/troubleshooting-code-scanning/alerts-in-generated-code","375","366","1.02",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/signing-up-for-github-advanced-security","367","301","1.22",""
"code-security/dependabot/maintain-dependencies","363","360","1.01",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code/accessing-logs","359","318","1.13",""
"code-security/dependabot/dependabot-auto-triage-rules/managing-automatically-dismissed-alerts","359","339","1.06",""
"code-security/code-scanning/managing-code-scanning-alerts","358","347","1.03",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/setting-up-a-codeql-workspace","358","317","1.13",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/extractor-options","354","302","1.17",""
"organizations/granting-access-to-your-organization-with-saml-single-sign-on/about-two-factor-authentication-and-saml-single-sign-on","349","322","1.08",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization/applying-a-custom-security-configuration","342","297","1.15",""
"code-security/security-advisories/working-with-repository-security-advisories/collaborating-in-a-temporary-private-fork-to-resolve-a-repository-security-vulnerability","338","286","1.18",""
"code-security/secret-scanning/secret-scanning-partnership-program","333","317","1.05",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension/managing-codeql-packs","329","286","1.15",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/creating-database-bundle-for-troubleshooting","329","326","1.01",""
"code-security/secret-scanning/copilot-secret-scanning/enabling-ai-powered-generic-secret-detection","321","278","1.15","-15.53"
"admin/managing-iam/configuring-authentication-for-enterprise-managed-users/finding-the-object-id-for-your-entra-oidc-application","319","265","1.2",""
"admin/managing-iam/using-built-in-authentication/configuring-built-in-authentication","316","265","1.19",""
"admin/managing-code-security/securing-your-enterprise/about-security-configurations","316","265","1.19",""
"code-security/security-advisories/working-with-repository-security-advisories/evaluating-the-security-settings-of-a-repository","316","269","1.17",""
"admin/configuring-settings/hardening-security-for-your-enterprise/enabling-private-mode","312","240","1.3",""
"admin/managing-iam/configuring-authentication-for-enterprise-managed-users/disabling-authentication-and-provisioning-for-enterprise-managed-users","312","242","1.29",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/editing-a-custom-security-configuration","310","278","1.12",""
"apps/github-marketplace/creating-apps-for-github-marketplace/security-best-practices-for-apps-on-github-marketplace","306","272","1.13",""
"code-security/security-advisories/working-with-repository-security-advisories/permission-levels-for-repository-security-advisories","302","269","1.12",""
"code-security/code-scanning/creating-an-advanced-setup-for-code-scanning","301","274","1.1",""
"code-security/adopting-github-advanced-security-at-scale/phase-2-preparing-to-enable-at-scale","298","259","1.15",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/about-codeql-workspaces","297","256","1.16",""
"code-security/adopting-github-advanced-security-at-scale/phase-5-rollout-and-scale-code-scanning","290","276","1.05",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities/managing-privately-reported-security-vulnerabilities","284","266","1.07",""
"code-security/adopting-github-advanced-security-at-scale/phase-3-pilot-programs","282","267","1.06",""
"code-security/codeql-for-vs-code/using-the-advanced-functionality-of-the-codeql-for-vs-code-extension","280","239","1.17",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities/best-practices-for-writing-repository-security-advisories","278","246","1.13",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/deleting-a-custom-security-configuration","276","256","1.08",""
"codespaces/managing-your-codespaces/reviewing-your-security-logs-for-github-codespaces","275","239","1.15",""
"code-security/secret-scanning/enabling-secret-scanning-features/enabling-validity-checks-for-your-repository","274","223","1.23",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security","273","240","1.14",""
"code-security/adopting-github-advanced-security-at-scale/phase-4-create-internal-documentation","272","255","1.07",""
"code-security/security-overview/assessing-adoption-code-security","271","255","1.06",""
"actions/security-for-github-actions/using-artifact-attestations","271","241","1.12",""
"code-security/security-advisories/working-with-repository-security-advisories/adding-a-collaborator-to-a-repository-security-advisory","263","237","1.11",""
"code-security/adopting-github-advanced-security-at-scale/phase-6-rollout-and-scale-secret-scanning","256","245","1.04",""
"code-security/security-overview/reviewing-requests-to-bypass-push-protection","251","219","1.15",""
"admin/managing-code-security/securing-your-enterprise/applying-the-github-recommended-security-configuration-to-your-enterprise","250","185","1.35",""
"code-security/securing-your-organization/managing-the-security-of-your-organization","242","178","1.36",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/finding-repositories-with-attachment-failures","236","220","1.07",""
"rest/enterprise-admin/code-security-and-analysis","235","181","1.3",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise","235","208","1.13",""
"admin/configuring-settings/hardening-security-for-your-enterprise","234","192","1.22",""
"admin/managing-iam/understanding-iam-for-enterprises/allowing-built-in-authentication-for-users-outside-your-provider","233","182","1.28",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/non-provider-patterns/enabling-secret-scanning-for-non-provider-patterns","227","196","1.16",""
"code-security/security-overview/viewing-metrics-for-pull-request-alerts","221","199","1.11",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/query-reference-files","220","213","1.03",""
"code-security/security-advisories/working-with-repository-security-advisories/editing-a-repository-security-advisory","218","197","1.11",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/configuring-dependabot-to-work-with-limited-internet-access","218","149","1.46",""
"code-security/code-scanning/troubleshooting-code-scanning/results-different-than-expected","216","212","1.02",""
"code-security/code-scanning/troubleshooting-code-scanning/extraction-errors-in-the-database","216","207","1.04",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-ssh-connections-to-your-instance","215","185","1.16",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-host-keys-for-your-instance","212","167","1.27",""
"code-security/code-scanning/troubleshooting-code-scanning/enabling-default-setup-takes-too-long","210","204","1.03",""
"code-security/secret-scanning/copilot-secret-scanning/generating-regular-expressions-for-custom-patterns-with-copilot-secret-scanning","202","176","1.15","14.77"
"code-security/security-overview/viewing-metrics-for-secret-scanning-push-protection","193","174","1.11",""
"code-security/adopting-github-advanced-security-at-scale/phase-1-align-on-your-rollout-strategy-and-goals","190","166","1.14",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features","189","178","1.06",""
"admin/managing-code-security/securing-your-enterprise/creating-a-custom-security-configuration-for-your-enterprise","188","153","1.23",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-secret-scanning-for-your-appliance","186","157","1.18",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code/warning-problem-with-controller-repository","183","167","1.1",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities","181","158","1.15",""
"code-security/secret-scanning/troubleshooting-secret-scanning-and-push-protection","169","161","1.05",""
"admin/managing-iam/understanding-iam-for-enterprises/changing-authentication-methods","169","149","1.13",""
"admin/managing-iam/using-built-in-authentication/inviting-people-to-use-your-instance","167","141","1.18",""
"code-security/code-scanning/troubleshooting-code-scanning/unclear-what-triggered-a-workflow","165","164","1.01",""
"code-security/codeql-for-vs-code/troubleshooting-codeql-for-vs-code","161","154","1.05",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale","160","147","1.09",""
"code-security/security-advisories/working-with-repository-security-advisories/removing-a-collaborator-from-a-repository-security-advisory","159","153","1.04",""
"admin/managing-code-security/securing-your-enterprise","157","134","1.17",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli","157","149","1.05",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/enabling-the-dependency-graph-for-your-enterprise","154","133","1.16",""
"admin/managing-accounts-and-repositories/managing-users-in-your-enterprise/best-practices-for-user-security","149","130","1.15",""
"admin/managing-iam/using-built-in-authentication/disabling-unauthenticated-sign-ups","143","129","1.11",""
"organizations/keeping-your-organization-secure/managing-security-settings-for-your-organization/identifying-audit-log-events-performed-by-an-access-token","141","131","1.08",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/about-supply-chain-security-for-your-enterprise","141","129","1.09",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/managing-custom-patterns","130","122","1.07",""
"admin/managing-iam/using-built-in-authentication/disabling-passkeys-for-your-instance","127","114","1.11",""
"admin/managing-code-security/securing-your-enterprise/deleting-a-custom-security-configuration","127","101","1.26",""
"copilot/copilot-chat-cookbook/security-analysis","127","120","1.06",""
"code-security/code-scanning/managing-code-scanning-alerts/fixing-alerts-in-security-campaign","122","106","1.15",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/metrics-for-custom-patterns","114","108","1.06",""
"rest/secret-scanning/delegated-bypass","113","79","1.43",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-the-referrer-policy-for-your-enterprise","113","105","1.08",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/viewing-the-vulnerability-data-for-your-enterprise","112","98","1.14",""
"admin/managing-code-security/securing-your-enterprise/configuring-additional-secret-scanning-settings-for-your-enterprise","108","95","1.14",""
"admin/managing-code-security/securing-your-enterprise/editing-a-custom-security-configuration","107","96","1.11",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection","100","90","1.11",""
"admin/managing-code-security/securing-your-enterprise/applying-a-custom-security-configuration-to-your-enterprise","91","87","1.05",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-dependency-review-for-your-appliance","90","85","1.06",""
"admin/managing-accounts-and-repositories/managing-organizations-in-your-enterprise/requiring-two-factor-authentication-for-an-organization","88","81","1.09",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/non-provider-patterns","75","62","1.21",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns","72","70","1.03",""
"copilot/example-prompts-for-github-copilot-chat/security-analysis","66","59","1.12","-61.18"
"code-security/getting-started/quickstart-for-securing-your-organization","63","59","1.07",""
"admin/managing-iam/using-built-in-authentication","59","56","1.05",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise","57","51","1.12",""
